movie_title;director_name;num_critic_for_reviews;duration;actor_1_name;actor_2_name;num_voted_users;facenumber_in_poster;num_user_for_reviews;language;country;content_rating;budget;title_year;imdb_score
Winged Migration;Jacques Perrin;100;81;Jacques Perrin;Philippe Labro;10369;0;153;English;France;G;160000000;2001;8.0
Sherrybaby;Laurie Collyer;78;96;Brad William Henke;Kate Burton;10282;1;78;English;USA;R;2000000;2006;6.6
Cats & Dogs: The Revenge of Kitty Galore;Brad Peyton;91;82;Jack McBrayer;Sean Hayes;10233;0;63;English;USA;PG;85000000;2010;4.3
Anatomy;Stefan Ruzowitzky;62;103;Benno Fürmann;Rüdiger Vogler;10220;0;110;German;Germany;R;8400000;2000;6.1
The Hit List;William Kaufman;26;90;Drew Waters;Sean Cook;10196;1;39;English;USA;R;6000000;2011;5.4
Return of the Living Dead III;Brian Yuzna;46;97;Melinda Clarke;Kent McCord;10182;1;130;English;USA;R;2000000;1993;5.9
The Color of Freedom;Bille August;46;118;Terry Pheto;Patrick Lyster;10175;1;23;English;Germany;R;30000000;2007;7.1
Dance Flick;Damien Dante Wayans;83;88;Damon Wayans Jr.;Essence Atkins;10161;0;50;English;USA;PG-13;25000000;2009;3.5
Conversations with Other Women;Hans Canosa;365;84;Olivia Wilde;Thomas Lennon;10143;0;54;English;UK;R;450000;2005;7.1
Set It Off;F. Gary Gray;29;123;Vivica A. Fox;Jada Pinkett Smith;10139;4;70;English;USA;R;9000000;1996;6.8
Hanging Up;Diane Keaton;82;94;Adam Arkin;Celia Weston;10132;3;130;English;Germany;PG-13;60000000;2000;4.7
Barbershop 2: Back in Business;Kevin Rodney Sullivan;50;106;Harry Lennix;Sean Patrick Thomas;10104;4;69;English;USA;PG-13;18000000;2004;5.7
Play It to the Bone;Ron Shelton;73;124;Willie Garson;Robert Wagner;10100;0;59;English;USA;R;24000000;1999;5.4
Veronika Decides to Die;Emily Young;19;103;Sarah Michelle Gellar;Erika Christensen;10100;1;42;English;USA;R;9000000;2009;6.5
The Wraith;Mike Marvin;70;93;Clint Howard;Randy Quaid;10082;2;100;English;USA;R;2700000;1986;5.9
Talk Radio;Oliver Stone;40;110;Michael Wincott;Zach Grenier;10073;0;78;English;USA;R;4000000;1988;7.3
Topsy-Turvy;Mike Leigh;103;154;Jim Broadbent;Dexter Fletcher;10037;1;202;English;UK;R;10000000;1999;7.4
Dreamer: Inspired by a True Story;John Gatins;75;98;Ken Howard;Freddy Rodríguez;10018;1;108;English;USA;PG;32000000;2005;6.9
Edmond;Stuart Gordon;79;82;Joe Mantegna;Dulé Hill;9971;1;119;English;USA;R;10000000;2005;6.3
Cry Freedom;Richard Attenborough;17;147;Denzel Washington;Kevin McNally;9913;0;51;English;UK;PG;29000000;1987;7.5
Mondays in the Sun;Fernando León de Aranoa;64;113;Luis Tosar;Enrique Villén;9913;1;38;Spanish;Spain;R;4000000;2002;7.7
Raising Cain;Brian De Palma;33;91;Steven Bauer;Gabrielle Carteris;9903;0;80;English;USA;R;12000000;1992;6.0
People I Know;Daniel Algrant;42;100;Al Pacino;Richard Schiff;9868;3;81;English;USA;R;22000000;2002;5.5
The Neon Demon;Nicolas Winding Refn;253;118;Keanu Reeves;Bella Heathcote;9866;2;73;English;France;R;7000000;2016;7.0
Lion of the Desert;Moustapha Akkad;24;156;Oliver Reed;Rod Steiger;9852;0;55;English;Libya;PG;35000000;1980;
Eye for an Eye;John Schlesinger;31;101;Joe Mantegna;Beverly D'Angelo;9845;1;77;English;USA;R;20000000;1996;6.1
Heaven's Gate;Michael Cimino;102;325;Jeff Bridges;Sam Waterston;9830;0;189;English;USA;R;44000000;1980;6.8
Quo Vadis;Mervyn LeRoy;54;171;Peter Ustinov;Deborah Kerr;9808;0;90;English;USA;Passed;7623000;1951;7.2
Code Name: The Cleaner;Les Mayfield;53;91;Callum Rennie;Will Patton;9785;3;26;English;USA;PG-13;20000000;2007;4.5
Caramel;Nadine Labaki;109;95;Yasmine Al Massri;Adel Karam;9750;0;66;Arabic;France;PG;1300000;2007;7.2
Switchback;Jeb Stuart;38;118;Gregory Scott Cummins;Claudia Stedelin;9740;1;81;English;USA;R;37000000;1997;6.4
Mother and Child;Rodrigo García;161;125;Naomi Watts;Jimmy Smits;9727;6;65;English;USA;R;4825000;2009;7.2
All About the Benjamins;Kevin Bray;40;95;Mike Epps;Roger Guenveur Smith;9693;2;33;English;USA;R;14000000;2002;5.7
Gangster's Paradise: Jerusalema;Ralph Ziman;30;119;Rapulana Seiphemo;Kenneth Nkosi;9689;2;23;English;South Africa;R;2000000;2008;7.8
Hoodwinked Too! Hood vs. Evil;Mike Disa;77;86;Amy Poehler;Phil LaMarr;9682;0;38;English;USA;PG;30000000;2011;4.8
De-Lovely;Irwin Winkler;119;125;Kevin McNally;Keith Allen;9649;7;226;English;USA;PG-13;20000000;2004;6.6
Bella;Alejandro Monteverde;60;91;Armando Riesco;Ramon Rodriguez;9607;0;174;English;USA;PG-13;3300000;2006;7.4
Novocaine;David Atkins;84;95;Chelcie Ross;Lynne Thigpen;9589;3;105;English;USA;R;6000000;2001;5.8
Fifty Dead Men Walking;Kari Skogland;76;117;Jim Sturgess;Kevin Zegers;9585;1;38;English;UK;R;6000000;2008;6.9
Baby Boy;John Singleton;41;130;Mo'Nique;Snoop Dogg;9566;2;81;English;USA;R;16000000;2001;6.4
Bucky Larson: Born to Be a Star;Tom Brady;49;97;Don Johnson;Kevin Nealon;9541;1;64;English;USA;R;10000000;2011;3.3
20 Feet from Stardom;Morgan Neville;149;91;Sheryl Crow;Lou Adler;9540;0;80;English;USA;PG-13;1000000;2013;7.4
The Brothers Solomon;Bob Odenkirk;51;93;Jenna Fischer;Lee Majors;9517;2;46;English;USA;R;10000000;2007;5.3
Sorcerer;William Friedkin;84;92;Roy Scheider;Joe Spinell;9513;0;116;English;USA;PG;12000000;1977;7.7
Fifty Shades of Black;Michael Tiddes;59;92;Fred Willard;Mike Epps;9509;4;53;English;USA;R;5000000;2016;3.5
Yentl;Barbra Streisand;16;132;Miriam Margolyes;Amy Irving;9503;1;68;English;UK;PG;12000000;1983;6.6
Phantasm II;Don Coscarelli;81;97;Angus Scrimm;A. Michael Baldwin;9502;1;100;English;USA;R;3000000;1988;6.5
Clay Pigeons;David Dobkin;49;104;Janeane Garofalo;Vince Vieluf;9494;1;109;English;Germany;R;8000000;1998;6.6
Lake Mungo;Joel Anderson;95;89;Talia Zucker;Rosie Traynor;9465;0;85;English;Australia;R;1400000;2008;6.1
The Greatest Show on Earth;Cecil B. DeMille;44;152;Gloria Grahame;Dorothy Lamour;9456;0;107;English;USA;Not Rated;4000000;1952;6.7
The Assassin;Hsiao-Hsien Hou;205;105;Qi Shu;Chen Chang;9427;1;87;Mandarin;Taiwan;Not Rated;15000000;2015;6.4
Slums of Beverly Hills;Tamara Jenkins;60;91;Natasha Lyonne;Kevin Corrigan;9427;0;79;English;USA;R;5000000;1998;6.6
The Last Dragon;Michael Schultz;55;109;Mike Starr;Vanity;9424;1;109;English;USA;PG-13;10000000;1985;6.9
Alvin and the Chipmunks: The Road Chip;Walt Becker;70;92;Bella Thorne;Joshua Mikel;9418;0;53;English;USA;PG;90000000;2015;5.0
The Ballad of Jack and Rose;Rebecca Miller;75;112;Beau Bridges;Susanna Thompson;9408;1;68;English;USA;R;1500000;2005;6.7
Nicholas Nickleby;Douglas McGrath;80;132;Charlie Hunnam;Anne Hathaway;9395;1;103;English;UK;PG;10000000;2002;7.2
Fat Albert;Joel Zwick;59;93;Dania Ramirez;Nick Zano;9380;1;91;English;USA;PG;26000000;2004;4.3
Donkey Punch;Oliver Blackburn;114;99;Julian Morris;Nichola Burley;9376;0;74;English;UK;R;900000;2008;5.2
The Next Best Thing;John Schlesinger;86;99;Mark Valley;Rupert Everett;9361;1;162;English;USA;PG-13;25000000;2000;4.7
Antiviral;Brandon Cronenberg;188;108;Sarah Gadon;Douglas Smith;9356;0;47;English;Canada;Not Rated;3200000;2012;5.7
Paint Your Wagon;Joshua Logan;20;158;Clint Eastwood;Lee Marvin;9352;3;106;English;USA;PG-13;20000000;1969;6.7
Lost Souls;Janusz Kaminski;100;97;Philip Baker Hall;Bob Clendenin;9338;2;167;English;USA;R;28000000;2000;4.8
Catch a Fire;Phillip Noyce;108;98;Derek Luke;Terry Pheto;9334;3;59;English;France;PG-13;14000000;2006;6.7
Tea with Mussolini;Franco Zeffirelli;62;117;Lily Tomlin;Joan Plowright;9323;6;157;English;Italy;PG;12000000;1999;6.9
The I Inside;Roland Suso Richter;33;90;Stephen Graham;Sarah Polley;9296;2;57;English;UK;R;8800000;2004;6.1
The Muse;Albert Brooks;97;97;Jeff Bridges;Bradley Whitford;9294;2;140;English;USA;PG-13;15000000;1999;5.6
Snow Day;Chris Koch;42;89;Chris Elliott;Mark Webber;9285;1;91;English;USA;PG;13000000;2000;4.9
One True Thing;Carl Franklin;64;127;Meryl Streep;William Hurt;9283;3;112;English;USA;R;30000000;1998;7.0
Nine Dead;Chris Shadley;25;83;Daniel Baldwin;William Lee Scott;9280;0;64;English;USA;R;2000000;2010;5.5
Me and Orson Welles;Richard Linklater;160;107;Zoe Kazan;Aidan McArdle;9264;3;69;English;UK;PG-13;25000000;2008;6.8
All the Real Girls;David Gordon Green;88;108;Zooey Deschanel;Paul Schneider;9233;0;126;English;USA;R;2500000;2003;6.9
Winter in Wartime;Martin Koolhoven;111;103;Yorick van Wageningen;Tygo Gernandt;9230;1;37;Dutch;Netherlands;R;4000000;2008;7.1
Jade;William Friedkin;50;107;Michael Biehn;Chazz Palminteri;9227;0;70;English;USA;R;50000000;1995;5.1
Loving Annabelle;Katherine Brooks;14;76;Ilene Graff;Kevin McCarthy;9190;0;75;English;USA;Not Rated;1000000;2006;6.7
Shinjuku Incident;Tung-Shing Yee;53;119;Bingbing Fan;Daniel Wu;9177;4;53;Mandarin;Hong Kong;R;15000000;2009;7.1
Character;Mike van Diem;54;122;Jan Decleir;Fedja van Huêt;9171;1;68;Dutch;Netherlands;R;4500000;1997;7.8
Home for the Holidays;Jodie Foster;45;103;Robert Downey Jr.;Holly Hunter;9105;1;76;English;USA;PG-13;20000000;1995;6.6
Larry the Cable Guy: Health Inspector;Trent Cooper;37;89;Thomas F. Wilson;Larry the Cable Guy;9104;2;112;English;USA;PG-13;4000000;2006;3.1
Pokémon 3: The Movie;Kunihiko Yuyama;39;93;Veronica Taylor;Eric Stuart;9066;0;55;Japanese;Japan;G;16000000;2000;5.6
Love the Coopers;Jessie Nelson;97;107;Olivia Wilde;Alex Borstein;9051;13;68;English;USA;PG-13;17000000;2015;5.7
Murderball;Henry Alex Rubin;110;88;Mark Zupan;Joe Bishop;9037;1;70;English;USA;R;1750211;2005;7.8
2016: Obama's America;Dinesh D'Souza;30;87;Barack Obama;Zackary Steven Graham;9010;0;199;English;USA;PG;2500000;2012;5.1
The Front Page;Billy Wilder;34;105;Austin Pendleton;Harold Gould;9007;2;50;English;USA;PG;4000000;1974;7.3
The Good Thief;Neil Jordan;105;109;Emir Kusturica;Saïd Taghmaoui;9004;0;103;English;France;R;25000000;2002;6.6
Turbulence;Robert Butler;44;100;Hector Elizondo;Lauren Holly;8983;0;84;English;USA;R;71000000;1997;4.7
Madea's Family Reunion;Tyler Perry;46;107;Boris Kodjoe;Cicely Tyson;8962;4;137;English;USA;PG-13;6000000;2006;5.0
Robin and Marian;Richard Lester;27;106;Robert Shaw;Denholm Elliott;8930;10;90;English;USA;PG;5000000;1976;6.6
Chéri;Stephen Frears;155;100;Tom Burke;Iben Hjejle;8924;1;43;English;UK;R;23000000;2009;6.2
Walking with Dinosaurs 3D;Barry Cook;113;87;Charlie Rowe;Tiya Sircar;8913;0;66;English;USA;PG;80000000;2013;5.2
Poetic Justice;John Singleton;12;109;Janet Jackson;Khandi Alexander;8904;0;31;English;USA;R;14000000;1993;5.9
And So It Goes;Rob Reiner;107;94;Yaya DaCosta;Annie Parisse;8895;2;48;English;USA;PG-13;18000000;2014;5.7
Jane Got a Gun;Gavin O'Connor;123;98;Natalie Portman;Noah Emmerich;8885;0;56;English;USA;R;25000000;2016;5.8
Savage Grace;Tom Kalin;121;;Eddie Redmayne;Elena Anaya;8867;1;65;English;Spain;Not Rated;4600000;2007;5.9
Space Chimps;Kirk De Micco;85;81;Cheryl Hines;Kenan Thompson;8860;0;45;English;USA;G;37000000;2008;4.5
The Black Stallion;Carroll Ballard;33;118;Teri Garr;Kelly Reno;8856;0;90;English;USA;G;2700000;1979;7.4
Redacted;Brian De Palma;133;90;Mike Figueroa;Daniel Stewart Sherman;8824;0;108;English;USA;R;5000000;2007;6.2
Bamboozled;Spike Lee;57;135;Gillian White;Michael Rapaport;8720;0;186;English;USA;R;10000000;2000;6.5
Imaginary Heroes;Dan Harris;73;111;Kip Pardue;Ryan Donowho;8708;2;56;English;USA;R;4000000;2004;7.3
Crossover;Preston A. Whitmore II;25;95;Wesley Jonathan;Wayne Brady;8707;6;36;English;USA;PG-13;5600000;2006;2.1
Happy  Texas;Mark Illsley;77;98;Ally Walker;Illeana Douglas;8697;3;122;English;USA;PG-13;1700000;1999;6.3
Happily N'Ever After;Paul Bolger;93;75;Sarah Michelle Gellar;George Carlin;8693;3;71;English;USA;PG;47000000;2006;4.5
Ishtar;Elaine May;49;107;Carol Kane;Warren Beatty;8692;2;126;English;USA;PG-13;51000000;1987;4.2
Steel;Kenneth Johnson;36;97;Charles Napier;Annabeth Gish;8687;1;62;English;USA;PG-13;16000000;1997;2.8
Full Frontal;Steven Soderbergh;108;101;Julia Roberts;Enrico Colantoni;8662;0;172;English;USA;R;2000000;2002;4.7
Bon Cop Bad Cop;Erik Canuel;28;116;Colm Feore;Richard Howland;8616;2;90;English;Canada;R;8000000;2006;7.0
Thirteen Conversations About One Thing;Jill Sprecher;79;104;Matthew McConaughey;Rob McElhenney;8603;2;115;English;USA;R;4500000;2001;7.1
Twixt;Francis Ford Coppola;112;88;Alden Ehrenreich;Bruce Dern;8589;0;70;English;USA;R;7000000;2011;4.8
An American Carol;David Zucker;45;83;Chriss Anglin;Geoffrey Arend;8560;2;205;English;USA;PG-13;12000000;2008;4.3
Lucky Numbers;Nora Ephron;60;105;Michael Rapaport;Michael Moore;8560;1;69;English;France;R;65000000;2000;5.0
Woman on Top;Fina Torres;72;92;Harold Perrineau;John de Lancie;8546;0;86;English;USA;R;8000000;2000;5.3
Poolhall Junkies;Mars Callahan;41;99;Chazz Palminteri;Ricky Schroder;8535;4;113;English;USA;R;4000000;2002;7.0
Ghosts of Mississippi;Rob Reiner;31;130;Alexa PenaVega;Virginia Madsen;8531;0;57;English;USA;PG-13;36000000;1996;6.7
The Canyons;Paul Schrader;162;99;Nolan Gerard Funk;Gus Van Sant;8511;0;87;English;USA;R;250000;2013;3.9
L.I.E.;Michael Cuesta;64;97;Adam LeFevre;Bruce Altman;8509;1;109;English;USA;NC-17;700000;2001;7.2
Teen Wolf Too;Christopher Leitch;29;95;John Astin;Robert Neary;8465;1;65;English;USA;PG;3000000;1987;3.2
Joe Somebody;John Pasquin;55;98;Jim Belushi;Ken Marino;8433;1;85;English;USA;PG;38000000;2001;5.5
City of Life and Death;Chuan Lu;149;132;Ye Liu;Yuanyuan Gao;8429;0;62;Mandarin;China;R;12000000;2009;7.7
Because of Winn-Dixie;Wayne Wang;96;106;Cicely Tyson;Luke Benward;8427;5;88;English;USA;PG;14000000;2005;6.4
Unaccompanied Minors;Paul Feig;73;90;Tyler James Williams;Rob Riggle;8398;1;56;English;USA;PG;26000000;2006;5.1
Split Second;Tony Maylam;39;96;Michael J. Pollard;Alun Armstrong;8391;0;75;English;UK;R;7000000;1992;6.2
The Lost City;Andy Garcia;52;144;Danny Pino;Victor Rivers;8369;0;165;English;USA;R;9600000;2005;6.7
Chill Factor;Hugh Johnson;68;102;David Paymer;Kevin J. O'Connor;8367;0;94;English;USA;R;34000000;1999;5.2
I Can Do Bad All by Myself;Tyler Perry;36;113;Eric Mendenhall;Mary J. Blige;8346;6;59;English;USA;PG-13;13000000;2009;4.1
The Newton Boys;Richard Linklater;63;123;Matthew McConaughey;Lew Temple;8309;4;39;English;USA;PG-13;27000000;1998;6.0
Rosewater;Jon Stewart;129;103;Numan Acar;Claire Foy;8307;0;37;English;USA;R;5000000;2014;6.6
Mo' Better Blues;Spike Lee;23;129;Denzel Washington;Nicholas Turturro;8295;1;30;English;USA;R;10000000;1990;6.5
Bats;Louis Morneau;97;91;Leon;Bob Gunton;8294;0;160;English;USA;PG-13;6500000;1999;3.6
Phat Girlz;Nnegest Likké;37;99;Mo'Nique;Jimmy Jean-Louis;8279;0;101;English;USA;PG-13;3000000;2006;3.0
Next Day Air;Benny Boom;49;84;Omari Hardwick;Donald Faison;8265;3;20;English;USA;R;3000000;2009;5.9
Kama Sutra: A Tale of Love;Mira Nair;33;109;Indira Varma;Sarita Choudhury;8239;0;92;English;USA;R;3000000;1996;6.0
Harlock: Space Pirate;Shinji Aramaki;62;115;Shun Oguri;Yû Aoi;8227;0;28;Japanese;Japan;Not Rated;30000000;2013;6.5
Smoke Signals;Chris Eyre;56;89;Michael Greyeyes;Irene Bedard;8224;3;132;English;Canada;PG-13;2000000;1998;7.2
Duets;Bruce Paltrow;65;112;Lochlyn Munro;Marian Seldes;8217;0;123;English;USA;R;15000000;2000;6.0
The Promise;Kaige Chen;90;103;Dong-gun Jang;Toby Leonard Moore;8215;0;132;Mandarin;China;PG-13;60000000;2005;5.6
How to Deal;Clare Kilner;46;101;Dylan Baker;Alexandra Holden;8215;1;95;English;USA;PG-13;16000000;2003;5.7
Dudley Do-Right;Hugh Wilson;41;77;Brendan Fraser;Alex Rocco;8176;0;77;English;USA;PG;22000000;1999;3.8
All or Nothing;Mike Leigh;81;121;Lesley Manville;Ruth Sheen;8161;0;94;English;UK;R;9000000;2002;7.6
Rugrats in Paris: The Movie;Stig Bergqvist;41;78;Elizabeth Daily;Casey Kasem;8146;0;49;English;Germany;G;30000000;2000;6.1
The Nativity Story;Catherine Hardwicke;122;101;Keisha Castle-Hughes;Hiam Abbass;8143;0;203;English;USA;PG;30000000;2006;6.8
Mumford;Lawrence Kasdan;65;112;Zooey Deschanel;Alfre Woodard;8134;4;123;English;USA;R;28000000;1999;6.9
Snow White: A Tale of Terror;Michael Cohn;22;100;David Conrad;Chris Bauer;8118;2;69;English;USA;R;26000000;1997;6.3
The Children of Huang Shi;Roger Spottiswoode;67;125;Radha Mitchell;Guang Li;8087;4;33;English;Australia;R;40000000;2008;7.1
What Planet Are You From?;Mike Nichols;82;87;Judy Greer;Linda Fiorentino;8070;0;91;English;USA;R;50000000;2000;5.6
Black or White;Mike Binder;91;121;Jennifer Ehle;Gillian Jacobs;8058;2;57;English;USA;PG-13;9000000;2014;6.6
Whatever It Takes;David Raynr;50;94;James Franco;Jodi Lyn O'Keefe;8055;4;89;English;USA;PG-13;15000000;2000;5.5
Cradle Will Rock;Tim Robbins;70;132;Bill Murray;Vanessa Redgrave;8039;2;161;English;USA;R;32000000;1999;6.9
Catch That Kid;Bart Freundlich;54;91;Kristen Stewart;Corbin Bleu;8023;0;49;English;USA;PG;18000000;2004;5.2
Flipper;Alan Shapiro;23;95;Paul Hogan;Chelsea Field;8008;1;26;English;USA;PG;25530000;1996;5.2
8 Heads in a Duffel Bag;Tom Schulman;30;95;Kristy Swanson;George Hamilton;8005;0;49;English;USA;R;3000000;1997;5.3
Better Luck Tomorrow;Justin Lin;51;98;Parry Shen;Jason Tobin;8000;1;138;English;USA;R;250000;2002;7.2
Elmer Gantry;Richard Brooks;42;146;Shirley Jones;Jean Simmons;7998;1;81;English;USA;Approved;3000000;1960;
Tim and Eric's Billion Dollar Movie;Tim Heidecker;82;93;Michael Gross;William Atherton;7988;3;71;English;USA;R;3000000;2012;5.3
Harriet the Spy;Bronwen Hughes;25;100;Gregory Smith;Eartha Kitt;7984;1;42;English;USA;PG;13000000;1996;5.9
By the Sea;Angelina Jolie Pitt;131;122;Brad Pitt;Angelina Jolie Pitt;7976;0;61;English;USA;R;10000000;2015;5.3
Lone Wolf McQuade;Steve Carver;29;107;David Carradine;William Sanderson;7973;0;65;English;USA;PG;5000000;1983;6.3
Jumping the Broom;Salim Akil;52;112;Gary Dourdan;Loretta Devine;7973;8;59;English;USA;PG-13;6600000;2011;5.7
Abandon;Stephen Gaghan;72;99;Charlie Hunnam;Zooey Deschanel;7909;3;157;English;USA;PG-13;25000000;2002;4.9
The Haunting of Molly Hartley;Mickey Liddell;74;82;Jessica Lowndes;Randy Wayne;7904;5;113;English;USA;PG-13;5000000;2008;3.8
Legal Eagles;Ivan Reitman;16;116;Brian Dennehy;Debra Winger;7900;3;34;English;USA;PG;40000000;1986;5.9
Battle of the Year;Benson Lee;65;110;Chris Brown;Caity Lotz;7894;19;25;English;USA;PG-13;20000000;2013;5.0
Area 51;Oren Peli;56;91;Glenn Campbell;Sandra Staggs;7888;0;55;English;USA;R;5000000;2015;4.2
Ask Me Anything;Allison Burnett;8;100;Kimberly Williams-Paisley;Gia Mantegna;7870;1;64;English;USA;Not Rated;950000;2014;6.0
Trust the Man;Bart Freundlich;100;103;Billy Crudup;Garry Shandling;7833;3;63;English;USA;R;9000000;2005;5.7
Blood and Wine;Bob Rafelson;42;101;Harold Perrineau;Mike Starr;7772;3;55;English;USA;R;22000000;1996;6.1
The Ice Pirates;Stewart Raffill;41;91;Anjelica Huston;John Carradine;7767;4;56;English;USA;PG;9000000;1984;5.7
The Good Guy;Julio DePietro;22;90;Adrian Martinez;Scott Porter;7759;2;20;English;USA;R;8000000;2009;5.9
The Best Little Whorehouse in Texas;Colin Higgins;11;114;Dolly Parton;Barry Corbin;7748;2;48;English;USA;R;35000000;1982;5.8
Outside Providence;Michael Corrente;72;96;Jonathan Brandis;George Wendt;7736;3;100;English;USA;R;7000000;1999;6.4
Dave Chappelle's Block Party;Michel Gondry;114;100;Common;Dave Chappelle;7721;0;72;English;USA;R;3000000;2005;7.2
Eulogy;Michael Clancy;27;85;Zooey Deschanel;Rip Torn;7690;6;68;English;USA;R;6500000;2004;6.7
Why Did I Get Married Too?;Tyler Perry;40;121;Michael Jai White;Cicely Tyson;7664;8;68;English;USA;PG-13;20000000;2010;4.4
Ca$h;Stephen Milburn Anderson;27;118;Chris Hemsworth;Mike Starr;7663;2;38;English;USA;R;7000000;2010;6.0
Oceans;Jacques Perrin;113;104;Pedro Armendáriz Jr.;Jacques Perrin;7630;0;42;French;France;G;40000000;2009;7.8
Action Jackson;Craig R. Baxley;35;96;Bill Duke;Vanity;7569;2;65;English;USA;R;7000000;1988;5.2
Osama;Siddiq Barmak;105;83;Marina Golbahari;Zubaida Sahar;7559;1;77;Dari;Afghanistan;PG-13;46000;2003;7.4
C.H.U.D.;Douglas Cheek;77;96;Daniel Stern;John Heard;7528;0;88;English;USA;R;1250000;1984;5.5
The Good Night;Jake Paltrow;;93;Stephen Graham;Gael Le Cornec;7519;1;39;English;USA;R;15000000;2007;5.9
House of D;David Duchovny;46;96;Robin Williams;Mark Margolis;7479;2;86;English;USA;PG-13;6000000;2004;7.0
Troop Beverly Hills;Jeff Kanew;11;105;Craig T. Nelson;Shelley Long;7470;1;35;English;USA;PG;18000000;1989;5.5
Vamps;Amy Heckerling;54;92;Taylor Negron;Justin Kirk;7444;2;42;English;USA;PG-13;16000000;2012;5.1
Here on Earth;Mark Piznarski;44;96;Bruce Greenwood;Chris Klein;7403;1;162;English;USA;PG-13;15000000;2000;5.1
The Greatest;Shana Feste;63;96;Jennifer Ehle;Zoë Kravitz;7394;2;50;English;USA;R;6000000;2009;6.7
See Spot Run;John Whitesell;51;94;Leslie Bibb;Angus T. Jones;7392;0;53;English;USA;PG;35000000;2001;5.4
Surfer  Dude;S.R. Bindler;26;85;Matthew McConaughey;Scott Glenn;7367;0;37;English;USA;R;6000000;2008;4.7
Demonic;Will Canon;58;83;Frank Grillo;Scott Mechlowicz;7358;1;39;English;USA;R;3000000;2015;5.3
Madea's Witness Protection;Tyler Perry;31;114;John Amos;Tom Arnold;7354;5;50;English;USA;PG-13;20000000;2012;4.8
Sands of Iwo Jima;Allan Dwan;40;109;James Brown;Richard Jaeckel;7346;0;69;English;USA;Approved;1000000;1949;7.2
The Long Riders;Walter Hill;52;100;Dennis Quaid;David Carradine;7322;0;78;English;USA;R;10000000;1980;7.1
The Forsaken;J.S. Cardone;56;90;Brendan Fehr;Kerr Smith;7319;4;131;English;USA;R;5000000;2001;5.3
London to Brighton;Paul Andrew Williams;68;85;Lorraine Stanley;Johnny Harris;7308;0;72;English;UK;R;500000;2006;7.0
Nurse 3D;Douglas Aarniokoski;129;84;Boris Kodjoe;Katrina Bowden;7286;0;75;English;USA;R;10000000;2013;4.6
Soul Survivors;Stephen Carpenter;64;84;Melissa Sagemiller;Angela Featherstone;7277;4;181;English;USA;PG-13;14000000;2001;3.9
The Little Vampire;Uli Edel;38;95;Richard E. Grant;Jim Carter;7242;1;38;English;Germany;PG;22000000;2000;5.7
Winter Passing;Adam Rapp;50;;Zooey Deschanel;Will Ferrell;7228;4;53;English;USA;R;3500000;2005;6.4
The Vatican Tapes;Mark Neveldine;93;91;Djimon Hounsou;Alison Lohman;7199;0;53;English;USA;PG-13;8495000;2015;4.5
Home Fries;Dean Parisot;42;91;Catherine O'Hara;Jake Busey;7159;2;88;English;USA;PG-13;15000000;1998;5.0
Metropolitan;Whit Stillman;71;98;Chris Eigeman;Taylor Nichols;7143;1;52;English;USA;PG-13;225000;1990;7.5
The Singing Detective;Keith Gordon;66;109;Robert Downey Jr.;Robin Wright;7116;2;79;English;USA;R;8000000;2003;5.6
Baggage Claim;David E. Talbert;52;96;Djimon Hounsou;Christina Milian;7098;9;41;English;USA;PG-13;8500000;2013;5.0
Fled;Kevin Hooks;36;105;Salma Hayek;Stephen Baldwin;7073;1;29;English;USA;R;25000000;1996;5.3
The Nun's Story;Fred Zinnemann;25;149;Colleen Dewhurst;Peter Finch;7071;0;83;English;USA;Not Rated;3500000;1959;7.6
The Second Mother;Anna Muylaert;111;112;Alex Huszar;Regina Casé;7025;1;26;Portuguese;Brazil;R;4000000;2015;7.9
Screwed;Scott Alexander;29;81;Sarah Silverman;Dave Chappelle;6965;0;69;English;USA;PG-13;10000000;2000;5.7
Dying of the Light;Paul Schrader;64;94;Nicolas Cage;Irène Jacob;6964;1;47;English;Bahamas;R;5000000;2014;4.4
Misconduct;Shintaro Shimosawa;38;106;Al Pacino;Anthony Hopkins;6935;3;50;English;USA;R;11000000;2016;5.3
Beer League;Frank Sebastiano;20;86;Joe Lo Truglio;Laurie Metcalf;6930;2;53;English;USA;R;2800000;2006;6.0
The Funeral;Abel Ferrara;48;99;Isabella Rossellini;Vincent Gallo;6921;3;48;English;USA;R;12500000;1996;6.6
Underdogs;Juan José Campanella;82;106;Pablo Rago;Diego Ramos;6920;4;22;Spanish;Spain;PG;22000000;2013;6.7
Exiled;Johnnie To;98;110;Simon Yam;Anthony Chau-Sang Wong;6919;0;26;Cantonese;Hong Kong;R;35000000;2006;7.3
Eve's Bayou;Kasi Lemmons;31;109;Jurnee Smollett-Bell;Lynn Whitfield;6915;2;209;English;USA;R;6000000;1997;7.3
Passchendaele;Paul Gross;25;114;Landon Liboiron;Michael Greyeyes;6904;0;102;English;Canada;R;20000000;2008;6.5
Breakfast of Champions;Alan Rudolph;42;110;Bruce Willis;Albert Finney;6884;1;133;English;USA;R;12000000;1999;4.6
Lonesome Jim;Steve Buscemi;81;91;Kevin Corrigan;Seymour Cassel;6884;0;53;English;USA;R;500000;2005;6.6
Connie and Carla;Michael Lembeck;76;108;Debbie Reynolds;Nia Vardalos;6838;3;117;English;USA;PG-13;20000000;2004;6.3
